MovieTitle,ReleaseYear,Duration,Rating,Metascore,Votes,Gross
Đi tìm người đàn ông ngọt ngào,2012,86.0,8.2,85.0,72399.0,3965090.0
Masculin féminin,1966,110.0,7.4,85.0,17131.0,200087.0
Ẩn Thân,2018,109.0,7.1,85.0,64583.0,6046104.0
Tâm trạng khi yêu,2000,98.0,8.1,85.0,164264.0,2734044.0
God's Own Country,2017,104.0,7.6,85.0,34937.0,335609.0
Lối Sống Đồi Trụy,1996,93.0,8.1,83.0,719427.0,16501785.0
Bande à part,1964,95.0,7.6,83.0,26825.0,37651.0
The Odd Couple,1968,105.0,7.6,83.0,37140.0,44527234.0
Tiếng Chuông Lặng Và Cánh Bướm,2007,112.0,8.0,83.0,110076.0,5990075.0
Nghi Phạm Vô Hình,1995,106.0,8.5,83.0,1135243.0,23341568.0
Medena zemja,2019,89.0,8.0,83.0,19181.0,815082.0
Vì Sao Vụt Sáng,2018,136.0,7.6,83.0,413877.0,215288866.0
Thiêu Đốt,2018,148.0,7.5,83.0,74792.0,718991.0
Mean Streets,1973,112.0,7.2,83.0,118221.0,3132645.0
Viskningar och rop,1972,91.0,8.0,83.0,36578.0,1742348.0
Hunt for the Wilderpeople,2016,101.0,7.8,83.0,140211.0,5202582.0
Gui tu lie che,2009,85.0,7.6,83.0,3705.0,285848.0
The Lion in Winter,1968,134.0,7.9,83.0,33882.0,22276975.0
The Palm Beach Story,1942,88.0,7.5,83.0,12763.0,438200.0
56 Up,2012,144.0,7.9,83.0,2441.0,701278.0
Cô Dâu Công Chúa,1987,98.0,8.0,83.0,447088.0,30857814.0
Lagaan: Once Upon a Time in India,2001,224.0,8.1,83.0,119955.0,909043.0
Cuộc Đào Thoát Vĩ Đại,1963,172.0,8.2,83.0,256665.0,12100000.0
Meet Me in St. Louis,1944,113.0,7.5,83.0,27473.0,7566000.0
The Straight Story,1999,112.0,8.0,83.0,96419.0,6203044.0
Moolaadé,2003,124.0,7.6,83.0,4114.0,214605.0
Les plages d'Agnès,2008,112.0,8.0,83.0,4655.0,239711.0
Phải Sống,1994,133.0,8.3,83.0,20181.0,2332728.0
Kỵ Sĩ Bóng Đêm Trỗi Dậy,2012,164.0,8.4,83.0,1806055.0,448139099.0
The Rider,2017,104.0,7.4,83.0,20465.0,2419031.0
Pred dozhdot,1994,113.0,7.9,83.0,15738.0,763847.0
Grey Gardens,1975,95.0,7.5,83.0,15081.0,30966.0
Ace in the Hole,1951,111.0,8.1,83.0,38762.0,3969893.0
Céline et Julie vont en bateau: Phantom Ladies Over Paris,1974,193.0,7.2,83.0,6265.0,31452.0
Võ Sĩ,2008,109.0,7.9,83.0,318085.0,26236603.0
Ngày Tàn Của Hitler,2004,156.0,8.2,83.0,372000.0,5509040.0
Vozvrashchenie,2003,110.0,7.9,83.0,47256.0,502028.0
Kẻ Săn Người Điên Loạn,1960,101.0,7.6,83.0,38571.0,83957.0
Shane,1953,118.0,7.6,83.0,43735.0,20000000.0
The Long Goodbye,1973,112.0,7.5,83.0,36229.0,959000.0
The Public Enemy,1931,83.0,7.6,83.0,22815.0,1011520.0
Kẻ Hủy Diệt 2: Ngày Phán Xét,1991,137.0,8.6,83.0,1161589.0,204843350.0
Thuyền Trưởng Phillips,2013,134.0,7.8,83.0,487873.0,107100855.0
Nostalgia,1983,125.0,7.9,83.0,29601.0,5233.0
Một Lần Như Thế,2007,86.0,7.8,83.0,120696.0,9439923.0
Cuộc Săn Lùng,2012,115.0,8.3,83.0,358811.0,687185.0
Donnie Darko,2001,113.0,8.0,83.0,842270.0,1480006.0
Hearts and Minds,1974,112.0,8.2,83.0,6052.0,28287.0
Hable con ella,2002,112.0,7.9,83.0,116880.0,9357911.0
Hannah and Her Sisters,1986,107.0,7.8,83.0,76051.0,40084041.0
Câu Đố,1963,113.0,7.8,83.0,84405.0,13474588.0
Limelight,1952,137.0,8.0,83.0,21899.0,1000000.0
Nhung Xanh,1986,120.0,7.7,83.0,213159.0,8551228.0
Camille Claudel,1988,175.0,7.3,83.0,7311.0,201055.0
Sing Street,2016,106.0,7.9,83.0,100150.0,3237118.0
Touching the Void,2003,106.0,8.0,83.0,37811.0,4593598.0
Chiến Binh Báo Đen,2018,134.0,7.3,83.0,828783.0,700059566.0
Vương Quốc Trăng Lên,2012,94.0,7.8,83.0,364940.0,45512466.0
Stories We Tell,2012,108.0,7.5,83.0,14045.0,1599038.0
Timbuktu,2014,96.0,7.1,83.0,18183.0,1076075.0
Columbus,2017,104.0,7.2,83.0,20571.0,1017107.0
Frankenstein Trẻ,1974,106.0,8.0,83.0,167642.0,86300000.0
Le boucher,1970,93.0,7.3,83.0,9290.0,474458.0
Les triplettes de Belleville,2003,80.0,7.7,83.0,56710.0,7002255.0
The Player,1992,124.0,7.5,83.0,65133.0,21706100.0
Le vieil homme et l'enfant,1967,90.0,7.6,83.0,2480.0,50710.0
Kẻ Hủy Diệt,1984,107.0,8.1,84.0,914745.0,38400000.0
Ngọa Hổ Tàng Long,2000,120.0,7.9,84.0,280061.0,128078872.0
Kiểu Tiếp Xúc Thứ 3,1977,138.0,7.6,84.0,214637.0,132088635.0
Kolja,1996,105.0,7.7,84.0,16129.0,5730711.0
For All Mankind,1989,80.0,8.1,84.0,6428.0,770132.0
Quai des Orfèvres,1947,106.0,7.7,84.0,6344.0,26516.0
La historia oficial,1985,112.0,7.7,84.0,10712.0,29426.0
Nàng Công Chúa Ở Thung Lũng Gió,1984,117.0,8.0,84.0,180319.0,495770.0
Cuộc Đổ Bộ Bí Ẩn,2016,116.0,7.9,84.0,753408.0,100546139.0
Mustang,2015,97.0,7.6,84.0,40586.0,845464.0
Cỗ Máy Tội Phạm,1971,136.0,8.3,84.0,873133.0,6207725.0
Căn Bệnh Thế Kỷ,2013,117.0,7.9,84.0,514330.0,27298285.0
Amores perros,2000,154.0,8.1,84.0,251207.0,5383834.0
Jodorowsky's Dune,2013,90.0,8.0,84.0,26594.0,647280.0
Carlos,2010,334.0,7.6,84.0,14318.0,145118.0
Devi,1960,93.0,7.7,84.0,2746.0,93215.0
McCabe & Mrs. Miller,1971,120.0,7.6,84.0,27282.0,8200000.0
Three Identical Strangers,2018,96.0,7.6,84.0,38627.0,12320845.0
Oci ciornie,1987,118.0,7.3,84.0,3480.0,2201428.0
Chiến Dịch Sói Sa Mạc,2008,131.0,7.5,84.0,470524.0,17017811.0
"Oslo, 31. august",2011,95.0,7.6,84.0,29232.0,100713.0
American Movie,1999,107.0,7.8,84.0,19085.0,1160426.0
Cánh Đồng Chết,1984,141.0,7.8,84.0,58630.0,34700291.0
'Round Midnight,1986,133.0,7.4,84.0,5787.0,3272600.0
Sóng Gió Cuộc Đời,1996,135.0,8.0,84.0,98145.0,24475416.0
Cuộc Đời Bất Hạnh,1985,101.0,7.6,84.0,22338.0,8345266.0
Cúc Đậu,1990,95.0,7.6,84.0,8928.0,1986433.0
Footlight Parade,1933,104.0,7.5,84.0,6005.0,3490180.0
Câu Chuyện Đồ Chơi 2,1999,92.0,7.9,84.0,613762.0,245852179.0
Paper Moon,1973,102.0,8.1,84.0,51875.0,30933743.0
30' Sau Nửa Đêm,2012,157.0,7.4,84.0,316522.0,95720716.0
La vie d'Adèle,2013,180.0,7.7,84.0,161624.0,2199675.0
Nghệ nhân Sushi,2011,81.0,7.8,84.0,37728.0,2552478.0
Carol,2015,118.0,7.2,84.0,140869.0,12711491.0
Forooshande,2016,124.0,7.7,84.0,64126.0,2402067.0
Dinner at Eight,1933,111.0,7.5,84.0,8927.0,4578000.0
Logan: Người Sói,2017,137.0,8.1,84.0,819425.0,226277068.0
Kỳ Nghỉ Cuối Tuần,2011,97.0,7.6,84.0,32428.0,455459.0
Mommy,2014,139.0,8.0,84.0,61182.0,3492754.0
Pina,2011,103.0,7.6,84.0,15782.0,3524826.0
Taxi,2015,82.0,7.3,84.0,16379.0,321642.0
Le genou de Claire,1970,105.0,7.5,84.0,12347.0,44390.0
Bob le flambeur,1956,98.0,7.6,84.0,13214.0,15586.0
Chiến Tranh Giữa Các Vì Sao Tập 7: Thần Lực Thức Tỉnh,2015,138.0,7.8,84.0,967083.0,936662225.0
Vệ Binh Dải Ngân Hà,2014,121.0,8.0,84.0,1261410.0,333176600.0
Người Về Từ Sao Hỏa,2015,144.0,8.0,84.0,911366.0,228433663.0
Tay Đấm Huyền Thoại,2015,133.0,7.6,84.0,307708.0,109767581.0
Đảo Của Những Chú Chó,2018,101.0,7.8,84.0,188338.0,32015231.0
Tình Yêu Tìm Lại,2012,122.0,7.7,84.0,737510.0,132092958.0
Le rayon vert,1986,99.0,7.6,84.0,10297.0,37455.0
Triệu Phú Ổ Chuột,2008,120.0,8.0,84.0,872461.0,141319928.0
Kẻ Săn Tin Đen,2014,117.0,7.8,84.0,596607.0,32381218.0
Nelyubov,2017,127.0,7.6,84.0,35244.0,566356.0
Der blaue Engel,1930,104.0,7.7,84.0,16163.0,77982.0
Mies vailla menneisyyttä,2002,97.0,7.6,84.0,25429.0,921547.0
The Remains of the Day,1993,134.0,7.8,84.0,83101.0,22954968.0
Il posto,1961,93.0,7.9,84.0,6622.0,9080.0
Tử Địa Skyfall,2012,143.0,7.8,84.0,725961.0,304360277.0
Le fantôme de la liberté,1974,104.0,7.8,84.0,17029.0,6172.0
Người Chim hay (Công Dụng Không Ngờ Của Việc Kém Nổi Tiếng),2014,119.0,7.7,87.0,661056.0,42340598.0
Sự Khởi Đầu Của Hành Tinh Khỉ,2014,130.0,7.6,87.0,463750.0,208545589.0
Den skyldige,2018,85.0,7.5,87.0,63721.0,207140.0
Central do Brasil,1998,110.0,8.0,87.0,41869.0,5595428.0
Thunder Soul,2010,83.0,7.6,87.0,533.0,143568.0
Little Fugitive,1953,75.0,7.5,87.0,3007.0,27373.0
Hedwig and the Angry Inch,2001,95.0,7.7,87.0,37153.0,3029081.0
Le doulos,1962,108.0,7.7,87.0,11806.0,82772.0
Life Is Sweet,1990,103.0,7.4,87.0,11179.0,1516414.0
La Belle Noiseuse,1991,238.0,7.5,87.0,9226.0,408571.0
The Hunchback of Notre Dame,1939,116.0,7.8,87.0,12130.0,3270000.0
4 aventures de Reinette et Mirabelle,1987,99.0,7.5,87.0,3454.0,215073.0
Tội Phạm Nhân Bản 2049,2017,164.0,8.0,87.0,645777.0,92054159.0
Quái Xế Baby,2017,113.0,7.5,87.0,598331.0,107825862.0
Siêu Điệp Viên 3: Tối Hậu Thư Của Bourne,2007,115.0,8.0,87.0,654753.0,227471070.0
Twenty Feet from Stardom,2013,91.0,7.4,87.0,13877.0,4946445.0
Say Anything...,1989,100.0,7.3,87.0,95199.0,20781385.0
Qingshaonian Nuozha,1992,106.0,7.5,87.0,5418.0,28422.0
Bad ma ra khahad bord,1999,118.0,7.4,87.0,12110.0,213253.0
Rekopis znaleziony w Saragossie,1965,182.0,7.8,87.0,5820.0,118971.0
Thảm Sát Ở Nam Kinh,2009,132.0,7.7,87.0,11593.0,119922.0
Đêm Trước Lễ Tốt Nghiệp,2019,102.0,7.1,87.0,129520.0,22680962.0
Vùng Đất Câm Lặng,2018,90.0,7.5,87.0,574422.0,188024361.0
Hành Trình Của Moana,2016,107.0,7.6,87.0,371321.0,248757044.0
Don't Look Now,1973,110.0,7.1,87.0,61544.0,979337.0
Ida,2013,82.0,7.4,87.0,60323.0,3827060.0
Le mari de la coiffeuse,1990,82.0,7.1,87.0,10291.0,1155800.0
L'image manquante,2013,92.0,7.3,87.0,3481.0,52164.0
Monsieur Hire,1989,81.0,7.5,87.0,7069.0,1417030.0
Chiến Tranh Lạnh,2018,89.0,7.5,87.0,61387.0,4572545.0
Quý Ông Lazhar,2011,95.0,7.5,87.0,21122.0,2009517.0
Wadjda,2012,98.0,7.5,87.0,21323.0,1347578.0
Project Nim,2011,93.0,7.4,87.0,8577.0,410077.0
120 Nhịp Tim 1 Phút,2017,143.0,7.4,87.0,16593.0,125189.0
Mafioso,1962,105.0,7.6,87.0,2936.0,398614.0
Không Mặt Trời,1983,104.0,7.8,87.0,12019.0,30878.0
L'âge d'or,1930,60.0,7.2,87.0,14685.0,32712.0
Gia Đình Siêu Nhân 2,2018,118.0,7.6,87.0,326278.0,608581744.0
127 Giờ Sinh Tử,2010,94.0,7.5,87.0,397582.0,18335230.0
Dính Bầu,2007,96.0,7.5,87.0,545355.0,143495265.0
Dã Thú Một Quốc Gia,2015,137.0,7.7,87.0,86148.0,83861.0
Kẻ Giả Mạo,2018,106.0,7.1,87.0,55739.0,8803865.0
High Hopes,1988,108.0,7.4,87.0,5711.0,1192322.0
Hành Trình Của Đam Mê,2013,104.0,7.4,87.0,162019.0,13235319.0
Aquarius,2016,146.0,7.4,87.0,20649.0,285930.0
Zelig,1983,79.0,7.7,87.0,43823.0,11798616.0
Tiền Bi,2011,133.0,7.6,87.0,458464.0,75605492.0
Chính Trị Gia Đồng Tính,2008,128.0,7.5,87.0,179042.0,31841299.0
"Deux jours, une nuit",2014,95.0,7.3,87.0,50274.0,1436243.0
Foxtrot,2017,113.0,7.2,87.0,8017.0,618883.0
Đơn Giản Là Máu,1984,99.0,7.5,87.0,103754.0,2150000.0
Cameraperson,2016,102.0,7.4,89.0,3169.0,101074.0
Ngón Tay Vàng,1964,110.0,7.7,89.0,200898.0,51081062.0
Ostre sledované vlaky,1966,92.0,7.6,89.0,13658.0,3270000.0
True Grit: Báo Thù,2010,110.0,7.6,89.0,354949.0,171243005.0
Nebraska,2013,115.0,7.7,89.0,122632.0,17654912.0
Diva,1981,117.0,7.2,89.0,14167.0,108372.0
Paterson,2016,118.0,7.3,89.0,88013.0,2141423.0
You Can Count on Me,2000,111.0,7.5,89.0,31195.0,9180275.0
Ponette,1996,97.0,7.5,89.0,4727.0,1400000.0
Il postino,1994,108.0,7.8,89.0,38713.0,21848932.0
La tortue rouge,2016,80.0,7.5,89.0,38144.0,920057.0
The Station Agent,2003,89.0,7.6,89.0,72907.0,5739376.0
Forbidden Planet,1956,98.0,7.5,89.0,52627.0,3000000.0
L'enfant sauvage,1970,83.0,7.5,89.0,8805.0,1809051.0
Léolo,1992,107.0,7.4,89.0,7304.0,610488.0
Đảng 3K,2018,135.0,7.5,89.0,287913.0,49275340.0
Cuộc Phiêu Lưu Của Hugo,2011,126.0,7.5,89.0,335077.0,73864507.0
Raining Stones,1993,90.0,7.3,89.0,4867.0,89388.0
Entre les murs,2008,128.0,7.5,89.0,36281.0,3766595.0
Cậu Bé Người Gỗ,1940,88.0,7.5,89.0,158126.0,84254167.0
A Phi Chính Truyện,1990,100.0,7.4,89.0,25073.0,141864.0
Đại Chiến Hành Tinh Khỉ,2017,140.0,7.4,89.0,277908.0,146880162.0
The Freshman,1925,77.0,7.5,89.0,6002.0,1392.0
Sicario: Ranh Giới,2015,121.0,7.7,89.0,466387.0,46889293.0
Nàng Bạch Tuyết và Bảy Chú Lùn,1937,83.0,7.6,89.0,213394.0,184925485.0
If Beale Street Could Talk,2018,119.0,7.1,89.0,52052.0,14915773.0
Siêu Nhân,1978,143.0,7.4,89.0,185864.0,134218018.0
Battleground,1949,118.0,7.4,89.0,7760.0,10293960.0
Sát Thủ Xuyên Không,2012,119.0,7.4,89.0,598690.0,66486205.0
Lu bian ye can,2015,113.0,7.3,89.0,4295.0,32164.0
Cừu Quê Ra Phố,2015,85.0,7.3,89.0,43075.0,19375982.0
Tù Nhân Thiếu Niên,2013,106.0,7.3,89.0,48345.0,34100.0
Krisha,2015,83.0,7.1,89.0,9973.0,140779.0
Le amiche,1955,104.0,7.1,89.0,3357.0,50005.0
Toni Erdmann,2016,162.0,7.3,89.0,51185.0,1478960.0
Sweet Sixteen,2002,106.0,7.4,89.0,15703.0,31538.0
Picnic at Hanging Rock,1975,115.0,7.4,89.0,40466.0,232201.0
A Room with a View,1985,117.0,7.2,89.0,47303.0,20966644.0
American Graffiti,1973,110.0,7.4,89.0,97253.0,115000000.0
La Telenovela Errante,2017,80.0,6.5,89.0,354.0,3624.0
Săn Tiền Kiểu Mỹ,2013,138.0,7.2,89.0,497980.0,150117807.0
Bacalaureat,2016,128.0,7.3,89.0,14621.0,175975.0
Lucky,2017,88.0,7.3,89.0,25721.0,955925.0
Cô Bé Lọ Lem,1950,74.0,7.3,89.0,172313.0,85000000.0
Az én XX. századom,1989,102.0,7.1,89.0,1976.0,682016.0
The Death of Stalin,2017,107.0,7.2,89.0,111822.0,8041828.0
Vương Quốc Tội Phạm,2010,113.0,7.2,89.0,60068.0,1044039.0
Housekeeping,1987,116.0,7.1,89.0,2877.0,1083282.0
45 Years,2015,95.0,7.1,89.0,34739.0,4250507.0
Ilo Ilo,2013,99.0,7.2,89.0,4968.0,54071.0
Shazam!,2019,132.0,7.0,89.0,380610.0,140371656.0
Heart of a Dog,2015,75.0,7.0,89.0,2530.0,418571.0
L'eau froide,1994,95.0,7.0,89.0,2188.0,30209.0
We the Animals,2018,94.0,6.9,89.0,4595.0,400961.0
Câu Chuyện Tokyo,1953,136.0,8.1,100.0,67476.0,88428748.36397588
Sunset Blvd.,1950,110.0,8.4,100.0,234110.0,333705209.4675789
Ordet,1955,126.0,8.2,100.0,17207.0,5278468.16146414
400 Cú Đấm,1959,99.0,8.1,100.0,126702.0,180731630.38344997
Les enfants du paradis,1945,189.0,8.3,100.0,20960.0,6320709.696973287
Mộ Đom Đóm,1988,89.0,8.5,100.0,304624.0,438793523.78365934
Nuit et brouillard,1956,32.0,8.6,100.0,21181.0,-7755132.334984742
La règle du jeu,1939,110.0,7.9,100.0,31015.0,41218307.96215892
Sanshô dayû,1954,124.0,8.4,100.0,17997.0,-3103839.6303613037
Kes,1969,111.0,7.9,100.0,22661.0,28198717.302808516
Phố Tàu,1974,130.0,8.1,100.0,345815.0,522216136.98414946
Un condamné à mort s'est échappé ou Le vent souffle où il veut,1956,101.0,8.2,100.0,24618.0,16828406.679113865
Đường Tới Ngày Mai,1937,91.0,8.2,100.0,9383.0,-6915125.005732119
Kind Hearts and Coronets,1949,106.0,8.0,100.0,39411.0,49496599.22610529
Suna no onna,1964,147.0,8.5,100.0,22240.0,-1297940.036068052
Il sorpasso,1962,108.0,8.2,100.0,12214.0,-2503051.6089615896
Banshun,1949,108.0,8.2,100.0,18939.0,7977765.626390509
Đường Tới Vinh Quang,1957,88.0,8.4,100.0,209966.0,296077127.48537207
Guling jie shaonian sharen shijian,1991,237.0,8.2,100.0,12415.0,-2189795.956276715
Bi Tình Thành Thị,1989,157.0,7.8,100.0,5982.0,7011487.873743758
Das Cabinet des Dr. Caligari,1920,76.0,8.0,100.0,69214.0,95944152.54435045
Le salaire de la peur,1953,131.0,8.2,100.0,65663.0,80796457.74603236
La maman et la putain,1973,217.0,7.8,100.0,6536.0,7874889.025919974
One More Time with Feeling,2016,113.0,8.2,100.0,5474.0,-13007246.131827481
Angst essen Seele auf,1974,92.0,8.0,100.0,23509.0,24713557.48981249
A Trip to the Moon,1902,13.0,8.2,100.0,54928.0,64066112.31532533
Cuộc Sống Tươi Đẹp,1946,130.0,8.6,100.0,494612.0,730080374.6612947
Con Báo,1963,186.0,7.9,100.0,28457.0,37231701.19813949
Roma città aperta,1945,103.0,8.0,100.0,28594.0,32638457.956989504
Century of Cinema,1996,225.0,8.5,100.0,5111.0,-27993243.890989408
Phong Ấn Thứ Bảy,1957,96.0,8.1,100.0,196347.0,289272376.3100071
The Wind,1928,95.0,8.0,100.0,7053.0,-932885.3986565247
Yôjinbô,1961,110.0,8.2,100.0,129951.0,180988395.05849564
Le chagrin et la pitié,1969,251.0,8.2,100.0,4060.0,-15210945.101461366
Marketa Lazarová,1967,162.0,7.9,100.0,5930.0,2123690.809919901
The Life and Death of Colonel Blimp,1943,163.0,8.0,100.0,16141.0,13230633.863035649
Chuyện ở Philadelphia,1940,112.0,7.9,100.0,73212.0,106981734.71013698
Chelovek s kino-apparatom,1929,68.0,8.3,100.0,27619.0,16698666.86726468
Orphée,1950,112.0,7.9,100.0,13274.0,13569210.776674666
Heimat - Eine Chronik in elf Teilen,1984,924.0,8.6,100.0,3307.0,-35611508.13642466
"Aguirre, der Zorn Gottes",1972,95.0,7.8,91.0,61536.0,93591609.9098405
The House is Black,1963,20.0,7.8,91.0,5450.0,6182373.40992111
Cơn Bão,1928,70.0,7.8,91.0,15963.0,22566734.98542395
Thời Thơ Ấu Của Ivan,1962,95.0,8.0,91.0,39424.0,49516859.541950576
The Shop on Main Street,1965,128.0,8.2,91.0,9605.0,-6569141.150527924
It's Such a Beautiful Day,2012,62.0,8.2,91.0,15692.0,2917362.1225706935
Trái Dâu Dại,1957,91.0,8.1,91.0,113755.0,160553914.2873751
A Matter of Life and Death,1946,104.0,8.0,91.0,24333.0,25997749.817237042
Playtime,1967,155.0,7.8,91.0,25527.0,37472093.5042206
Kumonosu-jô,1957,110.0,8.1,91.0,55309.0,69466651.21861842
El ángel exterminador,1962,95.0,8.0,91.0,35231.0,42982128.43892732
The Cameraman,1928,76.0,8.0,91.0,12946.0,8251271.622596994
Sátántangó,1994,439.0,8.2,91.0,12392.0,-2225641.130464539
Cuộc Truy Lùng,1956,119.0,7.8,91.0,95347.0,146285574.45177203
Un chien andalou,1929,16.0,7.6,91.0,53304.0,90375666.12315431
La strada,1954,108.0,8.0,91.0,66106.0,91100378.57149181
L'Atalante,1934,89.0,7.7,91.0,17309.0,29471212.71877128
Sweet Smell of Success,1957,96.0,8.0,91.0,35264.0,43033558.471457675
The Heiress,1949,115.0,8.1,91.0,17141.0,9982363.896846093
Early Summer,1951,125.0,8.1,91.0,9452.0,-2000833.6827259958
The Crowd,1928,98.0,8.1,91.0,9026.0,-2664748.6481178105
Nosferatu,1922,94.0,7.9,91.0,104326.0,155472462.95708793
28 Up,1984,136.0,8.2,91.0,3069.0,-16755404.563206188
Körkarlen,1921,107.0,8.0,91.0,13890.0,9722482.25013192
Harlan County U.S.A.,1976,103.0,8.2,91.0,6524.0,-11370836.00586173
Napoléon vu par Abel Gance,1927,330.0,8.2,91.0,8665.0,-8034117.834725842
Stagecoach,1939,96.0,7.8,91.0,53097.0,80439547.95457856
Đến Mà Xem,1985,142.0,8.4,91.0,94231.0,115705769.45808953
El espíritu de la colmena,1973,98.0,7.8,91.0,20360.0,29419397.198634833
Viridiana,1961,91.0,8.1,91.0,25897.0,23628465.861566238
Saikaku ichidai onna,1952,148.0,8.1,91.0,7543.0,-4975983.14031516
Holiday,1938,95.0,7.7,91.0,17985.0,30524749.142726373
Såsom i en spegel,1961,90.0,7.9,91.0,27099.0,35115277.43522377
Duck Soup,1933,69.0,7.7,91.0,62431.0,99793210.53193967
Jules et Jim,1962,105.0,7.7,91.0,44016.0,71093693.89416882
Badlands,1973,94.0,7.7,91.0,77698.0,123586613.76348174
The Thin Man,1934,91.0,7.9,91.0,32238.0,43124336.13745046
El sur,1983,95.0,7.8,91.0,5980.0,7008370.902075253
Sullivan's Travels,1941,90.0,7.9,91.0,28233.0,36882600.37126679
Gion bayashi,1953,85.0,7.6,84.0,2327.0,10928733.750434026
Bóng Tối Hoài Nghi,1943,108.0,7.8,84.0,69805.0,106478729.27327937
Rosemary's Baby,1968,137.0,8.0,84.0,232583.0,350552424.8004451
White Heat,1949,114.0,8.1,84.0,35331.0,38331221.221909985
Dead Souls,2018,495.0,8.0,84.0,371.0,-11346687.743135743
Pelísky,1999,115.0,8.1,84.0,6108.0,-7212410.312468357
L'avventura,1960,144.0,7.7,84.0,32300.0,52834473.8600595
Điệp Huyết Song Hùng,1989,111.0,7.8,84.0,50726.0,76744378.04156446
Bông Tai Của Đệ Nhất Phu Nhân,1953,105.0,7.9,84.0,10974.0,9984693.357892536
Black Narcissus,1947,101.0,7.7,84.0,27274.0,45001524.05710342
Vredens dag,1943,97.0,8.1,84.0,10958.0,346245.983659178
Sciuscià,1946,87.0,8.0,84.0,8041.0,606898.6055855379
Kakushi-toride no san-akunin,1958,139.0,8.1,84.0,41776.0,48375662.423671216
Sanjuro,1962,96.0,8.0,84.0,40679.0,51472759.26393822
The Other Side of the Mirror: Bob Dylan at the Newport Folk Festival,2007,83.0,8.1,84.0,439.0,-16047466.506849185
Persona,1966,85.0,8.1,84.0,129297.0,184775901.1233368
The Lady Eve,1941,94.0,7.7,84.0,23175.0,38613290.622499965
Dont Look Back,1967,96.0,7.9,84.0,9932.0,8360751.118600808
Out of the Past,1947,97.0,8.0,84.0,40490.0,51178205.44126438
Tồn Tại Hay Không Tồn Tại,1942,99.0,8.1,84.0,42181.0,49006849.18654372
Tieu Thanh Chi Xuan,1948,98.0,7.3,84.0,3302.0,26868524.84015881
Cría cuervos,1976,105.0,7.9,84.0,11230.0,10383665.731461331
Bài Ca Người Lính,1959,88.0,8.2,84.0,11177.0,-4119201.419082053
Agantuk,1991,120.0,8.0,84.0,4329.0,-5178200.811161973
In a Lonely Place,1950,94.0,7.9,84.0,34709.0,46975354.63388987
An Autumn Afternoon,1962,113.0,8.0,84.0,10416.0,4308302.461936653
Pickpocket,1959,76.0,7.6,84.0,24951.0,46187917.26457617
La jetée,1962,28.0,8.2,84.0,36682.0,35629979.78354327
Berlin Alexanderplatz,1980,931.0,8.4,84.0,4844.0,-23602603.80829233
Pyaasa,1957,146.0,8.3,84.0,7157.0,-15191070.273222253
Love Me Tonight,1932,104.0,7.5,84.0,4581.0,19248316.621283174
Red River,1948,133.0,7.8,84.0,33935.0,50575842.398620665
